"","recency2","monetary2","frequency2","id","gender","monetary","recency","frequency","duration","purchase","predict222"
"421","1","1","2",13018,"F",193,34,12,99,0,0.08
"422","1","1","2",13150,"F",175,16,4,26,0,0.08
"423","1","1","2",13302,"F",142,16,7,34,0,0.08
"424","1","1","2",12250,"M",156,34,4,58,0,0.08
"425","1","1","2",12818,"M",158,24,7,58,0,0.08
"426","1","1","2",13666,"F",205,16,8,56,0,0.08
"427","1","1","2",13884,"F",192,14,10,46,0,0.08
"428","1","1","2",13601,"F",200,14,11,50,0,0.08
"429","1","1","2",13993,"F",191,24,12,64,0,0.08
"430","1","1","2",12535,"F",133,14,4,32,0,0.08
"431","1","1","2",12893,"F",190,14,10,72,0,0.08
"432","1","1","2",12690,"M",193,14,7,46,0,0.08
"433","1","1","2",13947,"F",195,16,6,52,0,0.08
"434","1","1","2",12342,"F",192,34,6,52,0,0.08
"435","1","1","2",13258,"F",195,34,4,50,0,0.08
"436","1","1","2",12411,"M",185,24,6,38,0,0.08
"437","1","1","2",13698,"F",133,14,5,38,0,0.08
"438","1","1","2",13382,"F",148,14,8,42,0,0.08
"439","1","1","2",12168,"F",150,28,4,40,0,0.08
"440","1","1","2",13101,"F",180,36,10,66,0,0.08
"441","1","1","2",13191,"F",202,14,12,64,1,0.08
"442","1","1","2",12946,"F",94,16,5,44,0,0.08
"443","1","1","2",13595,"F",181,32,6,48,0,0.08
"444","1","1","2",12018,"M",153,14,10,64,0,0.08
"445","1","1","2",13108,"M",183,30,5,44,0,0.08
"446","1","2","1",12002,"M",298,16,1,16,0,0.037344398340249
"447","1","2","1",12367,"M",236,14,1,14,0,0.037344398340249
"448","1","2","1",13096,"M",286,22,2,30,0,0.037344398340249
"449","1","2","1",13501,"M",312,30,2,34,0,0.037344398340249
"450","1","2","1",13826,"F",226,22,1,22,0,0.037344398340249
"451","1","2","1",12977,"F",312,14,1,14,0,0.037344398340249
"452","1","2","1",12736,"F",329,16,2,24,0,0.037344398340249
"453","1","2","1",13949,"F",298,26,2,32,0,0.037344398340249
"454","1","2","1",13830,"F",251,14,3,30,0,0.037344398340249
"455","1","2","1",13467,"F",265,16,2,24,0,0.037344398340249
"456","1","2","1",12012,"M",307,36,2,44,0,0.037344398340249
"457","1","2","1",13954,"F",284,14,2,22,0,0.037344398340249
"458","1","2","1",12175,"F",252,16,3,30,0,0.037344398340249
"459","1","2","1",12015,"M",248,14,1,14,0,0.037344398340249
"460","1","2","1",13835,"F",228,14,2,18,0,0.037344398340249
"461","1","2","1",12017,"F",261,16,1,16,0,0.037344398340249
"462","1","2","1",12381,"F",215,14,1,14,0,0.037344398340249
"463","1","2","1",13839,"F",286,32,2,38,0,0.037344398340249
"464","1","2","1",13112,"F",329,16,2,20,0,0.037344398340249
"465","1","2","1",12021,"F",235,16,2,22,0,0.037344398340249
"466","1","2","1",13235,"F",257,14,2,18,0,0.037344398340249
"467","1","2","1",13115,"F",235,16,2,22,0,0.037344398340249
"468","1","2","1",12145,"M",305,14,2,18,0,0.037344398340249
"469","1","2","1",12025,"F",315,16,2,18,0,0.037344398340249
"470","1","2","1",12147,"F",217,20,2,28,0,0.037344398340249
"471","1","2","1",12755,"F",242,14,2,18,0,0.037344398340249
"472","1","2","1",13119,"M",309,34,2,36,0,0.037344398340249
"473","1","2","1",13970,"F",241,16,1,16,0,0.037344398340249
"474","1","2","1",13122,"F",237,36,2,40,0,0.037344398340249
"475","1","2","1",12759,"F",246,16,1,16,0,0.037344398340249
"476","1","2","1",13528,"F",225,16,1,16,0,0.037344398340249
"477","1","2","1",12033,"M",221,14,1,14,0,0.037344398340249
"478","1","2","1",12519,"F",216,16,2,20,0,0.037344398340249
"479","1","2","1",12035,"F",283,24,2,30,0,0.037344398340249
"480","1","2","1",12036,"F",266,22,2,26,0,0.037344398340249
"481","1","2","1",13128,"F",267,16,1,16,0,0.037344398340249
"482","1","2","1",12766,"F",285,14,2,18,0,0.037344398340249
"483","1","2","1",13252,"M",301,16,2,22,0,0.037344398340249
"484","1","2","1",13374,"F",255,14,2,22,0,0.037344398340249
"485","1","2","1",12041,"F",297,14,2,22,1,0.037344398340249
"486","1","2","1",13134,"F",301,22,2,30,0,0.037344398340249
"487","1","2","1",13862,"F",220,14,3,30,0,0.037344398340249
"488","1","2","1",12165,"M",318,36,3,42,0,0.037344398340249
"489","1","2","1",12327,"M",242,14,1,14,0,0.037344398340249
"490","1","2","1",12167,"F",300,14,2,22,0,0.037344398340249
"491","1","2","1",13907,"F",214,30,2,34,0,0.037344398340249
"492","1","2","1",13504,"F",252,14,1,14,0,0.037344398340249
"493","1","2","1",12534,"F",255,16,2,22,0,0.037344398340249
"494","1","2","1",13506,"F",226,14,2,20,0,0.037344398340249
"495","1","2","1",13871,"F",257,16,2,24,0,0.037344398340249
"496","1","2","1",12052,"F",300,14,1,14,0,0.037344398340249
"497","1","2","1",12417,"M",229,30,2,32,0,0.037344398340249
"498","1","2","1",12336,"F",267,26,2,28,0,0.037344398340249
"499","1","2","1",13147,"F",287,14,1,14,0,0.037344398340249
"500","1","2","1",12056,"F",306,16,1,16,0,0.037344398340249
"501","1","2","1",12906,"F",245,22,1,22,0,0.037344398340249
"502","1","2","1",12058,"M",287,14,1,14,0,0.037344398340249
"503","1","2","1",13514,"F",217,36,2,44,0,0.037344398340249
"504","1","2","1",12060,"M",303,14,2,18,0,0.037344398340249
"505","1","2","1",13759,"M",226,14,2,22,0,0.037344398340249
"506","1","2","1",13518,"M",231,14,2,18,0,0.037344398340249
"507","1","2","1",12184,"F",329,14,3,24,0,0.037344398340249
"508","1","2","1",12428,"F",273,14,1,14,0,0.037344398340249
"509","1","2","1",13156,"F",243,16,2,24,1,0.037344398340249
"510","1","2","1",12794,"F",281,30,1,30,0,0.037344398340249
"511","1","2","1",12915,"F",223,14,1,14,0,0.037344398340249
"512","1","2","1",13160,"F",227,36,1,36,0,0.037344398340249
"513","1","2","1",13524,"F",235,16,2,22,0,0.037344398340249
"514","1","2","1",12798,"F",258,14,2,18,0,0.037344398340249
"515","1","2","1",12799,"M",217,18,1,18,0,0.037344398340249
"516","1","2","1",12840,"F",284,20,2,26,0,0.037344398340249
"517","1","2","1",12801,"F",299,16,1,16,0,0.037344398340249
"518","1","2","1",12802,"M",304,16,2,22,0,0.037344398340249
"519","1","2","1",13166,"M",292,16,1,16,0,0.037344398340249
"520","1","2","1",13653,"F",217,20,2,28,0,0.037344398340249
"521","1","2","1",13290,"M",230,16,2,18,0,0.037344398340249
"522","1","2","1",12078,"F",216,14,1,14,0,0.037344398340249
"523","1","2","1",12807,"F",229,16,2,20,0,0.037344398340249
"524","1","2","1",12847,"F",218,24,2,30,0,0.037344398340249
"525","1","2","1",12445,"F",297,28,1,28,1,0.037344398340249
"526","1","2","1",12082,"F",252,30,2,36,0,0.037344398340249
"527","1","2","1",12083,"F",299,14,2,18,0,0.037344398340249
"528","1","2","1",12448,"F",315,30,2,32,0,0.037344398340249
"529","1","2","1",12974,"F",316,16,3,30,0,0.037344398340249
"530","1","2","1",12571,"F",273,36,1,36,0,0.037344398340249
"531","1","2","1",13016,"F",269,32,1,32,0,0.037344398340249
"532","1","2","1",13180,"M",308,18,1,18,0,0.037344398340249
"533","1","2","1",12089,"M",297,18,1,18,0,0.037344398340249
"534","1","2","1",12090,"F",275,14,1,14,0,0.037344398340249
"535","1","2","1",12212,"F",329,20,2,24,0,0.037344398340249
"536","1","2","1",12334,"M",250,22,3,36,0,0.037344398340249
"537","1","2","1",12093,"F",234,26,1,26,0,0.037344398340249
"538","1","2","1",12538,"F",268,36,1,36,0,0.037344398340249
"539","1","2","1",12095,"M",257,26,1,26,0,0.037344398340249
"540","1","2","1",12823,"F",247,14,2,18,0,0.037344398340249
"541","1","2","1",12703,"F",303,16,2,20,0,0.037344398340249
"542","1","2","1",13795,"F",328,16,2,20,0,0.037344398340249
"543","1","2","1",12099,"F",210,16,1,16,0,0.037344398340249
"544","1","2","1",13555,"F",247,32,2,40,0,0.037344398340249
"545","1","2","1",13597,"M",262,14,1,14,0,0.037344398340249
"546","1","2","1",12223,"M",296,30,2,32,0,0.037344398340249
"547","1","2","1",13680,"F",253,34,1,34,0,0.037344398340249
"548","1","2","1",12225,"F",305,14,2,22,0,0.037344398340249
"549","1","2","1",12469,"M",308,28,1,28,0,0.037344398340249
"550","1","2","1",13319,"F",312,16,1,16,0,0.037344398340249
"551","1","2","1",13925,"M",271,16,3,26,0,0.037344398340249
"552","1","2","1",12108,"M",282,14,2,18,0,0.037344398340249
"553","1","2","1",12837,"F",291,18,2,20,0,0.037344398340249
"554","1","2","1",12474,"M",252,24,2,32,0,0.037344398340249
"555","1","2","1",12960,"F",260,30,2,38,0,0.037344398340249
"556","1","2","1",13608,"F",290,14,1,14,0,0.037344398340249
"557","1","2","1",12719,"M",291,14,2,20,0,0.037344398340249
"558","1","2","1",12599,"M",210,16,1,16,0,0.037344398340249
"559","1","2","1",13085,"M",317,16,2,22,0,0.037344398340249
"560","1","2","1",12844,"M",236,14,2,22,0,0.037344398340249
"561","1","2","1",12117,"F",296,14,2,20,0,0.037344398340249
"562","1","2","1",12118,"M",258,24,2,32,0,0.037344398340249
"563","1","2","1",12119,"F",260,32,1,32,0,0.037344398340249
"564","1","2","1",13534,"M",295,14,1,14,0,0.037344398340249
"565","1","2","1",13213,"F",287,30,1,30,0,0.037344398340249
"566","1","2","1",12122,"M",287,16,1,16,1,0.037344398340249
"567","1","2","1",13579,"F",300,14,1,14,0,0.037344398340249
"568","1","2","1",13337,"F",222,22,2,26,0,0.037344398340249
"569","1","2","1",12569,"F",235,14,1,14,0,0.037344398340249
"570","1","2","1",13986,"F",278,20,1,20,0,0.037344398340249
"571","1","2","1",13379,"F",237,16,1,16,0,0.037344398340249
"572","1","2","1",13421,"F",271,14,1,14,0,0.037344398340249
"573","1","2","1",12493,"F",286,16,2,22,0,0.037344398340249
"574","1","2","1",13706,"F",261,22,2,30,0,0.037344398340249
"575","1","2","1",12495,"F",225,14,1,14,0,0.037344398340249
"576","1","2","1",13223,"F",251,14,1,14,0,0.037344398340249
"577","1","2","1",13587,"F",264,14,1,14,0,0.037344398340249
"578","1","2","1",12578,"F",241,22,1,22,0,0.037344398340249
"579","1","2","1",12781,"F",273,16,3,22,0,0.037344398340249
"580","1","2","1",12621,"F",308,28,2,32,0,0.037344398340249
"581","1","2","1",12541,"F",232,26,2,30,0,0.037344398340249
"582","1","2","1",12502,"M",215,16,1,16,0,0.037344398340249
"583","1","2","1",13769,"F",316,36,2,40,0,0.037344398340249
"584","1","2","1",13960,"F",305,14,2,18,0,0.037344398340249
"585","1","2","1",12181,"M",339,14,3,30,0,0.037344398340249
"586","1","2","1",12142,"F",218,20,3,34,0,0.037344398340249
"587","1","2","1",12992,"M",212,24,2,26,0,0.037344398340249
"588","1","2","1",12265,"F",300,20,2,26,0,0.037344398340249
"589","1","2","1",13358,"F",281,14,1,14,0,0.037344398340249
"590","1","2","1",13602,"M",252,24,1,24,1,0.037344398340249
"591","1","2","1",12509,"M",236,14,1,14,0,0.037344398340249
"592","1","2","1",12269,"F",247,16,2,18,1,0.037344398340249
"593","1","2","1",12997,"F",316,16,2,22,0,0.037344398340249
"594","1","2","1",12635,"F",248,34,2,42,0,0.037344398340249
"595","1","2","1",12312,"F",249,18,2,26,0,0.037344398340249
"596","1","2","1",13336,"M",253,16,2,20,0,0.037344398340249
"597","1","2","1",13042,"F",281,14,3,22,0,0.037344398340249
"598","1","2","1",12194,"F",220,32,2,36,0,0.037344398340249
"599","1","2","1",13732,"F",290,16,1,16,0,0.037344398340249
"600","1","2","1",12641,"M",210,34,1,34,0,0.037344398340249
"601","1","2","1",13006,"M",222,14,1,14,0,0.037344398340249
"602","1","2","1",13734,"F",303,14,2,18,0,0.037344398340249
"603","1","2","1",13979,"F",220,24,1,24,0,0.037344398340249
"604","1","2","1",12240,"F",301,22,3,30,0,0.037344398340249
"605","1","2","1",12968,"M",243,16,1,16,0,0.037344398340249
"606","1","2","1",12890,"F",250,14,2,22,0,0.037344398340249
"607","1","2","1",13740,"F",214,14,2,20,0,0.037344398340249
"608","1","2","1",13296,"F",309,16,1,16,0,0.037344398340249
"609","1","2","1",12298,"F",284,16,2,20,0,0.037344398340249
"610","1","2","1",13540,"F",218,14,1,14,0,0.037344398340249
"611","1","2","1",13820,"M",240,30,2,38,0,0.037344398340249
"612","1","2","1",13865,"M",316,26,2,32,0,0.037344398340249
"613","1","2","1",12897,"F",285,16,2,20,0,0.037344398340249
"614","1","2","1",12614,"F",252,14,2,20,0,0.037344398340249
"615","1","2","1",13060,"F",307,34,1,34,0,0.037344398340249
"616","1","2","1",13061,"F",277,32,1,32,0,0.037344398340249
"617","1","2","1",12537,"F",225,14,2,18,0,0.037344398340249
"618","1","2","1",13654,"M",223,24,3,40,0,0.037344398340249
"619","1","2","1",12457,"F",242,22,1,22,0,0.037344398340249
"620","1","2","1",12540,"F",300,14,1,14,0,0.037344398340249
"621","1","2","1",12958,"F",282,34,2,36,0,0.037344398340249
"622","1","2","1",13323,"M",225,18,1,18,0,0.037344398340249
"623","1","2","1",13808,"F",230,30,2,34,0,0.037344398340249
"624","1","2","1",12220,"F",260,20,2,22,0,0.037344398340249
"625","1","2","1",12989,"F",252,16,1,16,0,0.037344398340249
"626","1","2","1",14001,"F",311,26,1,26,0,0.037344398340249
"627","1","2","1",13639,"F",216,16,2,24,0,0.037344398340249
"628","1","2","1",13073,"F",277,14,2,20,0,0.037344398340249
"629","1","2","1",13641,"F",277,18,2,24,0,0.037344398340249
"630","1","2","1",13721,"M",271,14,1,14,0,0.037344398340249
"631","1","2","1",13910,"F",250,24,2,28,0,0.037344398340249
"632","1","2","1",13722,"F",221,30,1,30,0,0.037344398340249
"633","1","2","1",13685,"F",241,30,1,30,0,0.037344398340249
"634","1","2","1",12688,"M",224,16,2,18,0,0.037344398340249
"635","1","2","1",12972,"M",329,32,2,40,0,0.037344398340249
"636","1","2","1",12810,"M",303,14,3,28,0,0.037344398340249
"637","1","2","1",13688,"F",231,16,1,16,0,0.037344398340249
"638","1","2","1",13040,"F",214,22,2,26,0,0.037344398340249
"639","1","2","1",12559,"F",229,16,1,16,1,0.037344398340249
"640","1","2","1",13651,"F",229,18,1,18,0,0.037344398340249
"641","1","2","1",13125,"F",283,18,2,22,0,0.037344398340249
"642","1","2","1",12602,"F",303,28,2,32,1,0.037344398340249
"643","1","2","1",12684,"F",267,16,2,18,0,0.037344398340249
"644","1","2","1",13276,"F",262,14,2,22,0,0.037344398340249
"645","1","2","1",13048,"M",304,20,2,22,0,0.037344398340249
"646","1","2","1",13294,"F",274,14,1,14,0,0.037344398340249
"647","1","2","1",13426,"F",285,30,2,32,0,0.037344398340249
"648","1","2","1",13806,"M",267,14,1,14,0,0.037344398340249
"649","1","2","1",13928,"F",248,14,1,14,1,0.037344398340249
"650","1","2","1",13701,"F",307,16,2,24,0,0.037344398340249
"651","1","2","1",13526,"F",300,16,2,18,0,0.037344398340249
"652","1","2","1",12529,"F",268,14,3,24,0,0.037344398340249
"653","1","2","1",13786,"F",214,14,1,14,0,0.037344398340249
"654","1","2","1",12344,"M",227,14,1,14,0,0.037344398340249
"655","1","2","1",13477,"M",273,16,2,20,0,0.037344398340249
"656","1","2","1",13708,"F",273,16,1,16,0,0.037344398340249
"657","1","2","1",12724,"F",232,30,1,30,0,0.037344398340249
"658","1","2","1",13087,"F",270,28,1,28,0,0.037344398340249
"659","1","2","1",13144,"F",270,26,1,26,0,0.037344398340249
"660","1","2","1",13455,"M",226,14,2,20,0,0.037344398340249
"661","1","2","1",12971,"F",228,26,2,28,0,0.037344398340249
"662","1","2","1",13173,"F",227,30,1,30,0,0.037344398340249
"663","1","2","1",12352,"M",211,32,1,32,0,0.037344398340249
"664","1","2","1",13538,"M",276,24,2,28,0,0.037344398340249
"665","1","2","1",13069,"F",212,32,2,38,0,0.037344398340249
"666","1","2","1",12990,"F",246,34,2,40,0,0.037344398340249
"667","1","2","1",12397,"M",307,16,1,16,0,0.037344398340249
"668","1","2","1",13529,"M",244,32,1,32,0,0.037344398340249
"669","1","2","1",13720,"M",232,16,1,16,0,0.037344398340249
"670","1","2","1",13909,"M",249,14,1,14,0,0.037344398340249
"671","1","2","1",13855,"F",213,28,3,34,0,0.037344398340249
"672","1","2","1",13451,"F",307,16,2,18,0,0.037344398340249
"673","1","2","1",13063,"M",213,20,1,20,0,0.037344398340249
"674","1","2","1",13578,"F",279,14,1,14,0,0.037344398340249
"675","1","2","1",13043,"F",211,28,1,28,0,0.037344398340249
"676","1","2","1",12486,"F",302,16,2,22,0,0.037344398340249
"677","1","2","1",13819,"F",294,16,3,22,0,0.037344398340249
"678","1","2","1",12763,"F",302,18,1,18,0,0.037344398340249
"679","1","2","1",12951,"F",275,24,2,32,0,0.037344398340249
"680","1","2","1",13699,"M",312,14,1,14,0,0.037344398340249
"681","1","2","1",13718,"F",234,14,2,16,0,0.037344398340249
"682","1","2","1",13005,"F",296,14,2,20,0,0.037344398340249
"683","1","2","1",13936,"F",300,14,1,14,0,0.037344398340249
"684","1","2","1",13044,"F",284,30,1,30,0,0.037344398340249
"685","1","2","1",13456,"M",220,28,2,32,0,0.037344398340249
"686","1","2","1",12359,"F",294,28,2,30,0,0.037344398340249
"687","1","2","2",13536,"M",333,14,10,64,0,0.0732758620689655
"688","1","2","2",13709,"F",230,34,6,52,0,0.0732758620689655
"689","1","2","2",12293,"F",258,14,10,66,0,0.0732758620689655
"690","1","2","2",13050,"M",302,14,12,48,0,0.0732758620689655
"691","1","2","2",13373,"M",386,24,9,74,0,0.0732758620689655
"692","1","2","2",13356,"F",296,14,11,54,0,0.0732758620689655
"693","1","2","2",12038,"M",427,30,12,98,1,0.0732758620689655
"694","1","2","2",12213,"M",212,16,5,38,1,0.0732758620689655
"695","1","2","2",12139,"F",434,34,11,66,0,0.0732758620689655
"696","1","2","2",12779,"M",374,28,10,56,0,0.0732758620689655
"697","1","2","2",13275,"F",314,34,6,60,0,0.0732758620689655
"698","1","2","2",12499,"F",392,16,12,80,0,0.0732758620689655
"699","1","2","2",12146,"F",374,16,10,46,0,0.0732758620689655
"700","1","2","2",13412,"M",404,28,11,88,0,0.0732758620689655
"701","1","2","2",12241,"F",295,16,11,80,0,0.0732758620689655
"702","1","2","2",12138,"F",373,16,7,46,0,0.0732758620689655
"703","1","2","2",12382,"F",305,16,8,60,0,0.0732758620689655
"704","1","2","2",12899,"F",422,14,11,70,1,0.0732758620689655
"705","1","2","2",12461,"F",332,16,8,48,0,0.0732758620689655
"706","1","2","2",13624,"M",362,22,5,34,0,0.0732758620689655
"707","1","2","2",13912,"M",297,30,7,62,0,0.0732758620689655
"708","1","2","2",12259,"M",238,30,5,44,0,0.0732758620689655
"709","1","2","2",13224,"M",373,14,5,36,0,0.0732758620689655
"710","1","2","2",12697,"F",311,30,5,58,0,0.0732758620689655
"711","1","2","2",12873,"F",317,14,9,64,0,0.0732758620689655
"712","1","2","2",12860,"F",359,14,5,34,0,0.0732758620689655
"713","1","2","2",13317,"M",265,30,4,44,0,0.0732758620689655
"714","1","2","2",13971,"M",219,28,12,88,0,0.0732758620689655
"715","1","2","2",13430,"F",311,14,12,58,1,0.0732758620689655
"716","1","2","2",12202,"F",302,16,8,44,0,0.0732758620689655
"717","1","2","2",12228,"M",412,22,10,58,0,0.0732758620689655
"718","1","2","2",12328,"F",221,16,11,62,0,0.0732758620689655
"719","1","2","2",12063,"M",214,28,8,46,0,0.0732758620689655
"720","1","2","2",12303,"F",307,16,10,40,0,0.0732758620689655
"721","1","2","2",13704,"F",401,16,11,50,0,0.0732758620689655
"722","1","2","2",12927,"F",330,14,6,34,0,0.0732758620689655
"723","1","2","2",12426,"F",372,16,5,28,0,0.0732758620689655
"724","1","2","2",12645,"M",405,14,9,50,0,0.0732758620689655
"725","1","2","2",12737,"F",308,18,5,38,0,0.0732758620689655
"726","1","2","2",13738,"M",338,16,5,28,1,0.0732758620689655
"727","1","2","2",12460,"F",235,24,8,50,0,0.0732758620689655
"728","1","2","2",12151,"M",232,14,4,30,0,0.0732758620689655
"729","1","2","2",12565,"F",425,14,12,58,0,0.0732758620689655
"730","1","2","2",12867,"F",451,32,12,70,0,0.0732758620689655
"731","1","2","2",13811,"F",311,32,12,60,0,0.0732758620689655
"732","1","2","2",12248,"F",238,16,5,38,0,0.0732758620689655
"733","1","2","2",12935,"F",379,18,10,64,0,0.0732758620689655
"734","1","2","2",12954,"M",354,22,6,38,0,0.0732758620689655
"735","1","2","2",13262,"M",249,24,11,64,0,0.0732758620689655
"736","1","2","2",13788,"M",257,20,6,38,1,0.0732758620689655
"737","1","2","2",13466,"M",280,34,7,66,0,0.0732758620689655
"738","1","2","2",13265,"M",210,16,6,32,0,0.0732758620689655
"739","1","2","2",13592,"F",280,14,9,62,0,0.0732758620689655
"740","1","2","2",12863,"F",217,14,8,48,0,0.0732758620689655
"741","1","2","2",13066,"F",382,32,7,68,0,0.0732758620689655
"742","1","2","2",13754,"F",279,20,11,74,0,0.0732758620689655
"743","1","2","2",13003,"F",238,16,4,32,0,0.0732758620689655
"744","1","2","2",12735,"F",400,26,9,50,0,0.0732758620689655
"745","1","2","2",13032,"F",378,16,6,28,0,0.0732758620689655
"746","1","2","2",13274,"F",228,16,11,52,0,0.0732758620689655
"747","1","2","2",12829,"F",305,14,8,56,0,0.0732758620689655
"748","1","2","2",12062,"M",363,14,7,42,0,0.0732758620689655
"749","1","2","2",12022,"F",254,14,6,38,0,0.0732758620689655
"750","1","2","2",12709,"F",285,36,6,56,0,0.0732758620689655
"751","1","2","2",13681,"M",354,26,7,42,0,0.0732758620689655
"752","1","2","2",12308,"F",443,16,11,46,0,0.0732758620689655
"753","1","2","2",12875,"M",361,16,11,80,0,0.0732758620689655
"754","1","2","2",13848,"F",336,16,7,52,0,0.0732758620689655
"755","1","2","2",13995,"F",214,32,5,48,0,0.0732758620689655
"756","1","2","2",12057,"F",342,28,5,42,0,0.0732758620689655
"757","1","2","2",12339,"M",329,16,5,36,0,0.0732758620689655
"758","1","2","2",12152,"F",328,20,8,58,0,0.0732758620689655
"759","1","2","2",13204,"M",328,34,9,62,0,0.0732758620689655
"760","1","2","2",12440,"M",281,24,9,50,0,0.0732758620689655
"761","1","2","2",13409,"F",289,36,6,66,0,0.0732758620689655
"762","1","2","2",12157,"F",252,30,4,42,0,0.0732758620689655
"763","1","2","2",12120,"F",240,16,8,52,0,0.0732758620689655
"764","1","2","2",12928,"F",212,30,7,62,0,0.0732758620689655
"765","1","2","2",12643,"F",379,34,10,64,0,0.0732758620689655
"766","1","2","2",12159,"M",335,14,10,68,0,0.0732758620689655
"767","1","2","2",13737,"F",273,16,10,70,0,0.0732758620689655
"768","1","2","2",13969,"F",216,16,8,50,0,0.0732758620689655
"769","1","2","2",12271,"F",355,30,7,54,0,0.0732758620689655
"770","1","2","2",13486,"F",302,16,11,62,0,0.0732758620689655
"771","1","2","2",12450,"F",320,16,5,42,0,0.0732758620689655
"772","1","2","2",13136,"M",232,16,10,62,1,0.0732758620689655
"773","1","2","2",13097,"F",371,30,11,88,0,0.0732758620689655
"774","1","2","2",13099,"M",248,34,7,52,0,0.0732758620689655
"775","1","2","2",12008,"M",298,24,6,44,0,0.0732758620689655
"776","1","2","2",13828,"F",391,16,12,40,0,0.0732758620689655
"777","1","2","2",13625,"F",288,16,5,32,0,0.0732758620689655
"778","1","2","2",12817,"F",258,24,5,48,0,0.0732758620689655
"779","1","2","2",13469,"F",359,34,6,68,0,0.0732758620689655
"780","1","2","2",12539,"M",376,14,10,58,0,0.0732758620689655
"781","1","2","2",13712,"F",229,22,8,58,0,0.0732758620689655
"782","1","2","2",13793,"M",284,18,7,44,0,0.0732758620689655
"783","1","2","2",13551,"F",266,14,8,36,0,0.0732758620689655
"784","1","2","2",12987,"F",244,14,10,68,0,0.0732758620689655
"785","1","2","2",12101,"F",291,16,12,52,0,0.0732758620689655
"786","1","2","2",13517,"F",379,24,10,60,0,0.0732758620689655
"787","1","2","2",13109,"F",405,16,11,70,0,0.0732758620689655
"788","1","2","2",13760,"M",259,14,7,34,1,0.0732758620689655
"789","1","2","2",12667,"F",231,24,10,62,0,0.0732758620689655
"790","1","2","2",12388,"F",273,16,6,38,0,0.0732758620689655
"791","1","2","2",13558,"F",222,28,9,60,0,0.0732758620689655
"792","1","2","2",12713,"F",393,14,12,78,0,0.0732758620689655
"793","1","2","2",12307,"F",286,18,8,40,0,0.0732758620689655
"794","1","2","2",12591,"M",326,22,4,38,0,0.0732758620689655
"795","1","2","2",13079,"F",293,16,8,42,0,0.0732758620689655
"796","1","2","2",12230,"F",360,30,10,74,0,0.0732758620689655
"797","1","2","2",13081,"F",357,32,12,92,0,0.0732758620689655
"798","1","2","2",12598,"F",300,20,12,62,0,0.0732758620689655
"799","1","2","2",12204,"F",364,16,8,60,0,0.0732758620689655
"800","1","2","2",12640,"M",422,14,11,64,0,0.0732758620689655
"801","1","2","2",13974,"F",283,14,9,58,0,0.0732758620689655
"802","1","2","2",13531,"F",364,14,8,52,0,0.0732758620689655
"803","1","2","2",13168,"F",254,36,7,68,0,0.0732758620689655
"804","1","2","2",12360,"M",329,32,4,42,0,0.0732758620689655
"805","1","2","2",12562,"M",446,30,10,62,0,0.0732758620689655
"806","1","2","2",12079,"M",374,36,11,66,0,0.0732758620689655
"807","1","2","2",12848,"M",279,32,8,78,0,0.0732758620689655
"808","1","2","2",13497,"F",390,16,11,46,0,0.0732758620689655
"809","1","2","2",13135,"M",411,30,8,56,1,0.0732758620689655
"810","1","2","2",12933,"F",380,14,10,56,0,0.0732758620689655
"811","1","2","2",12855,"F",463,16,12,72,0,0.0732758620689655
"812","1","2","2",12988,"M",278,16,6,48,1,0.0732758620689655
"813","1","2","2",13055,"M",248,16,8,38,1,0.0732758620689655
"814","1","2","2",13904,"F",225,14,5,38,0,0.0732758620689655
"815","1","2","2",13141,"F",213,16,6,46,0,0.0732758620689655
"816","1","2","2",12776,"F",221,26,6,58,0,0.0732758620689655
"817","1","2","2",12453,"M",285,26,11,60,0,0.0732758620689655
"818","1","2","2",13344,"M",391,14,11,42,0,0.0732758620689655
"819","1","2","2",12941,"F",349,16,7,46,0,0.0732758620689655
"820","1","2","2",12619,"F",326,34,5,48,0,0.0732758620689655
"821","1","2","2",13024,"F",248,16,7,44,0,0.0732758620689655
"822","1","2","2",12740,"F",219,34,8,78,0,0.0732758620689655
"823","1","2","2",12053,"F",427,16,11,74,0,0.0732758620689655
"824","1","2","2",13026,"F",389,30,6,50,1,0.0732758620689655
"825","1","2","2",12231,"F",393,22,11,44,0,0.0732758620689655
"826","1","2","2",13799,"F",430,14,10,38,0,0.0732758620689655
"827","1","2","2",12910,"M",385,16,10,44,0,0.0732758620689655
"828","1","2","2",13516,"F",406,14,10,40,0,0.0732758620689655
"829","1","2","2",13072,"F",422,18,9,56,0,0.0732758620689655
"830","1","2","2",12831,"F",285,34,8,72,0,0.0732758620689655
"831","1","2","2",12750,"M",448,32,10,84,0,0.0732758620689655
"832","1","2","2",13679,"M",228,28,8,62,0,0.0732758620689655
"833","1","2","2",12429,"M",231,14,12,54,1,0.0732758620689655
"834","1","2","2",12510,"F",353,14,11,62,0,0.0732758620689655
"835","1","2","2",12148,"F",214,22,12,78,0,0.0732758620689655
"836","1","2","2",12956,"F",350,22,10,56,0,0.0732758620689655
"837","1","2","2",12957,"F",278,24,12,78,0,0.0732758620689655
"838","1","2","2",12490,"F",266,26,12,68,0,0.0732758620689655
"839","1","2","2",12004,"M",220,20,4,38,0,0.0732758620689655
"840","1","2","2",12518,"F",275,16,6,38,0,0.0732758620689655
"841","1","2","2",13652,"M",443,14,10,48,0,0.0732758620689655
