id,gender,monetary,recency,frequency,duration,purchase,recency2,monetary2,frequency2,predict222,recency3,monetary3,frequency3,predict555
13416,F,270,8,9,58,0,2,2,2,0.174418605,4,4,4,0.153846154
12505,F,297,8,7,22,0,2,2,2,0.174418605,4,4,4,0.153846154
13320,F,280,8,8,56,1,2,2,2,0.174418605,4,4,4,0.153846154
13193,M,280,8,7,40,0,2,2,2,0.174418605,4,4,4,0.153846154
12141,F,263,8,6,28,0,2,2,2,0.174418605,4,4,4,0.153846154
12995,F,260,6,9,26,0,2,2,2,0.174418605,4,4,4,0.153846154
12435,F,285,6,9,56,0,2,2,2,0.174418605,4,4,4,0.153846154
12054,M,296,8,6,32,1,2,2,2,0.174418605,4,4,4,0.153846154
13231,F,287,6,9,38,0,2,2,2,0.174418605,4,4,4,0.153846154
12395,F,283,6,9,44,0,2,2,2,0.174418605,4,4,4,0.153846154
12746,F,261,6,9,54,0,2,2,2,0.174418605,4,4,4,0.153846154
13039,F,356,10,4,20,0,2,2,2,0.174418605,3,5,3,0.142857143
12601,M,328,10,3,28,0,2,2,1,0.116607774,3,5,3,0.142857143
13881,F,300,10,5,20,0,2,2,2,0.174418605,3,5,3,0.142857143
13052,M,316,12,3,20,1,2,2,1,0.116607774,3,5,3,0.142857143
13510,M,350,12,5,38,0,2,2,2,0.174418605,3,5,3,0.142857143
13263,F,304,12,3,22,0,2,2,1,0.116607774,3,5,3,0.142857143
13984,F,356,12,4,26,0,2,2,2,0.174418605,3,5,3,0.142857143
12994,M,191,4,2,8,0,2,1,1,0.052511416,5,3,2,0.142857143
13522,F,227,2,2,8,0,2,2,1,0.116607774,5,3,2,0.142857143
12471,M,208,4,2,8,0,2,1,1,0.052511416,5,3,2,0.142857143
13318,F,186,2,2,4,0,2,1,1,0.052511416,5,3,2,0.142857143
13836,M,230,2,2,4,0,2,2,1,0.116607774,5,3,2,0.142857143
12105,F,220,4,2,8,0,2,2,1,0.116607774,5,3,2,0.142857143
12452,F,237,2,2,6,0,2,2,1,0.116607774,5,3,2,0.142857143
12856,F,182,2,2,6,0,2,1,1,0.052511416,5,3,2,0.142857143
13303,F,217,2,2,4,0,2,2,1,0.116607774,5,3,2,0.142857143
12961,M,192,2,2,4,0,2,1,1,0.052511416,5,3,2,0.142857143
12044,F,228,4,2,10,0,2,2,1,0.116607774,5,3,2,0.142857143
13886,F,215,2,2,4,0,2,2,1,0.116607774,5,3,2,0.142857143
12923,F,218,4,2,8,0,2,2,1,0.116607774,5,3,2,0.142857143
12462,F,234,4,2,12,0,2,2,1,0.116607774,5,3,2,0.142857143
12938,F,186,4,2,12,0,2,1,1,0.052511416,5,3,2,0.142857143
13459,M,216,2,2,4,1,2,2,1,0.116607774,5,3,2,0.142857143
13869,F,191,4,2,10,0,2,1,1,0.052511416,5,3,2,0.142857143
13188,M,201,2,2,6,0,2,1,1,0.052511416,5,3,2,0.142857143
12533,M,228,4,2,6,1,2,2,1,0.116607774,5,3,2,0.142857143
13991,M,205,2,2,8,0,2,1,1,0.052511416,5,3,2,0.142857143
13245,F,213,2,2,8,1,2,2,1,0.116607774,5,3,2,0.142857143
12249,M,355,14,5,34,0,1,2,2,0.073275862,2,5,3,0.133333333
13738,M,338,16,5,28,1,1,2,2,0.073275862,2,5,3,0.133333333
13224,M,373,14,5,36,0,1,2,2,0.073275862,2,5,3,0.133333333
12426,F,372,16,5,28,0,1,2,2,0.073275862,2,5,3,0.133333333
12184,F,329,14,3,24,0,1,2,1,0.037344398,2,5,3,0.133333333
12450,F,320,16,5,42,0,1,2,2,0.073275862,2,5,3,0.133333333
12974,F,316,16,3,30,0,1,2,1,0.037344398,2,5,3,0.133333333
12810,M,303,14,3,28,0,1,2,1,0.037344398,2,5,3,0.133333333
12949,F,315,14,4,24,1,1,2,2,0.073275862,2,5,3,0.133333333
12860,F,359,14,5,34,0,1,2,2,0.073275862,2,5,3,0.133333333
12937,F,357,14,4,24,0,1,2,2,0.073275862,2,5,3,0.133333333
13352,M,330,14,5,34,0,1,2,2,0.073275862,2,5,3,0.133333333
12181,M,339,14,3,30,0,1,2,1,0.037344398,2,5,3,0.133333333
13206,F,327,16,4,38,0,1,2,2,0.073275862,2,5,3,0.133333333
12339,M,329,16,5,36,0,1,2,2,0.073275862,2,5,3,0.133333333
12717,F,415,10,11,34,0,2,2,2,0.174418605,3,5,5,0.133333333
12124,F,441,10,12,72,1,2,2,2,0.174418605,3,5,5,0.133333333
13172,F,323,12,12,82,1,2,2,2,0.174418605,3,5,5,0.133333333
12446,F,352,12,11,78,0,2,2,2,0.174418605,3,5,5,0.133333333
12163,F,478,12,12,82,0,2,2,2,0.174418605,3,5,5,0.133333333
13485,M,368,12,12,54,0,2,2,2,0.174418605,3,5,5,0.133333333
12314,F,301,10,11,62,0,2,2,2,0.174418605,3,5,5,0.133333333
12348,F,352,10,10,48,0,2,2,2,0.174418605,3,5,5,0.133333333
12254,F,356,12,10,62,0,2,2,2,0.174418605,3,5,5,0.133333333
13749,M,318,10,12,38,0,2,2,2,0.174418605,3,5,5,0.133333333
13642,F,327,10,11,48,0,2,2,2,0.174418605,3,5,5,0.133333333
13927,F,366,10,12,70,0,2,2,2,0.174418605,3,5,5,0.133333333
13631,F,356,12,12,80,0,2,2,2,0.174418605,3,5,5,0.133333333
12285,F,322,12,11,38,0,2,2,2,0.174418605,3,5,5,0.133333333
13091,F,397,10,10,36,0,2,2,2,0.174418605,3,5,5,0.133333333
13384,M,410,12,11,46,1,2,2,2,0.174418605,3,5,5,0.133333333
13046,F,318,10,12,74,0,2,2,2,0.174418605,3,5,5,0.133333333
12116,F,315,10,10,46,0,2,2,2,0.174418605,3,5,5,0.133333333
12414,M,306,10,12,50,0,2,2,2,0.174418605,3,5,5,0.133333333
12252,M,381,10,12,70,0,2,2,2,0.174418605,3,5,5,0.133333333
13155,F,424,10,11,64,0,2,2,2,0.174418605,3,5,5,0.133333333
12589,F,322,12,12,74,1,2,2,2,0.174418605,3,5,5,0.133333333
13691,F,365,12,11,58,0,2,2,2,0.174418605,3,5,5,0.133333333
12803,F,399,10,12,48,0,2,2,2,0.174418605,3,5,5,0.133333333
13887,F,419,10,11,70,0,2,2,2,0.174418605,3,5,5,0.133333333
13637,F,371,10,10,52,0,2,2,2,0.174418605,3,5,5,0.133333333
12707,F,332,12,10,48,0,2,2,2,0.174418605,3,5,5,0.133333333
12398,F,435,12,10,34,0,2,2,2,0.174418605,3,5,5,0.133333333
13542,M,476,12,12,58,0,2,2,2,0.174418605,3,5,5,0.133333333
12479,F,383,12,10,42,0,2,2,2,0.174418605,3,5,5,0.133333333
13509,F,248,10,2,12,0,2,2,1,0.116607774,3,4,2,0.130434783
12582,F,279,10,2,16,0,2,2,1,0.116607774,3,4,2,0.130434783
12043,M,298,10,2,16,0,2,2,1,0.116607774,3,4,2,0.130434783
13849,F,255,12,2,18,0,2,2,1,0.116607774,3,4,2,0.130434783
12037,F,247,12,2,18,0,2,2,1,0.116607774,3,4,2,0.130434783
12983,F,290,12,2,20,0,2,2,1,0.116607774,3,4,2,0.130434783
13226,F,270,12,2,18,0,2,2,1,0.116607774,3,4,2,0.130434783
12504,F,289,10,2,14,0,2,2,1,0.116607774,3,4,2,0.130434783
13525,F,289,10,2,14,0,2,2,1,0.116607774,3,4,2,0.130434783
13280,M,261,10,2,18,0,2,2,1,0.116607774,3,4,2,0.130434783
13765,F,268,12,2,18,0,2,2,1,0.116607774,3,4,2,0.130434783
12795,F,243,10,2,14,0,2,2,1,0.116607774,3,4,2,0.130434783
12104,F,268,12,2,18,0,2,2,1,0.116607774,3,4,2,0.130434783
13962,F,254,10,2,12,1,2,2,1,0.116607774,3,4,2,0.130434783
12370,F,295,12,2,16,0,2,2,1,0.116607774,3,4,2,0.130434783
12179,M,280,12,2,14,0,2,2,1,0.116607774,3,4,2,0.130434783
13834,F,295,10,2,18,0,2,2,1,0.116607774,3,4,2,0.130434783
13095,F,281,12,2,16,1,2,2,1,0.116607774,3,4,2,0.130434783
12920,M,293,12,2,18,0,2,2,1,0.116607774,3,4,2,0.130434783
13313,F,269,10,2,16,0,2,2,1,0.116607774,3,4,2,0.130434783
12487,M,287,12,2,16,1,2,2,1,0.116607774,3,4,2,0.130434783
13148,M,244,12,2,14,0,2,2,1,0.116607774,3,4,2,0.130434783
13733,F,245,10,2,12,0,2,2,1,0.116607774,3,4,2,0.130434783
13255,F,296,2,2,8,0,2,2,1,0.116607774,5,4,2,0.125
13020,M,265,4,2,8,1,2,2,1,0.116607774,5,4,2,0.125
13162,F,290,2,2,4,0,2,2,1,0.116607774,5,4,2,0.125
13360,M,295,4,2,12,0,2,2,1,0.116607774,5,4,2,0.125
12775,F,279,4,2,12,0,2,2,1,0.116607774,5,4,2,0.125
12436,M,244,4,2,6,0,2,2,1,0.116607774,5,4,2,0.125
13981,F,289,4,2,12,0,2,2,1,0.116607774,5,4,2,0.125
13444,F,268,2,2,8,0,2,2,1,0.116607774,5,4,2,0.125
13478,M,297,2,2,8,0,2,2,1,0.116607774,5,4,2,0.125
13922,M,256,4,2,8,1,2,2,1,0.116607774,5,4,2,0.125
13272,F,253,2,2,8,0,2,2,1,0.116607774,5,4,2,0.125
13371,F,247,2,2,8,0,2,2,1,0.116607774,5,4,2,0.125
12416,M,258,4,2,12,0,2,2,1,0.116607774,5,4,2,0.125
12162,M,278,4,2,10,0,2,2,1,0.116607774,5,4,2,0.125
12664,F,243,2,2,6,0,2,2,1,0.116607774,5,4,2,0.125
13728,F,249,4,2,8,0,2,2,1,0.116607774,5,4,2,0.125
13213,F,287,30,1,30,0,1,2,1,0.037344398,1,4,1,0.111111111
13529,M,244,32,1,32,0,1,2,1,0.037344398,1,4,1,0.111111111
12906,F,245,22,1,22,0,1,2,1,0.037344398,1,4,1,0.111111111
13602,M,252,24,1,24,1,1,2,1,0.037344398,1,4,1,0.111111111
13144,F,270,26,1,26,0,1,2,1,0.037344398,1,4,1,0.111111111
12445,F,297,28,1,28,1,1,2,1,0.037344398,1,4,1,0.111111111
12119,F,260,32,1,32,0,1,2,1,0.037344398,1,4,1,0.111111111
13087,F,270,28,1,28,0,1,2,1,0.037344398,1,4,1,0.111111111
13016,F,269,32,1,32,0,1,2,1,0.037344398,1,4,1,0.111111111
13986,F,278,20,1,20,0,1,2,1,0.037344398,1,4,1,0.111111111
12571,F,273,36,1,36,0,1,2,1,0.037344398,1,4,1,0.111111111
12095,M,257,26,1,26,0,1,2,1,0.037344398,1,4,1,0.111111111
12794,F,281,30,1,30,0,1,2,1,0.037344398,1,4,1,0.111111111
12089,M,297,18,1,18,0,1,2,1,0.037344398,1,4,1,0.111111111
13044,F,284,30,1,30,0,1,2,1,0.037344398,1,4,1,0.111111111
13061,F,277,32,1,32,0,1,2,1,0.037344398,1,4,1,0.111111111
12538,F,268,36,1,36,0,1,2,1,0.037344398,1,4,1,0.111111111
13680,F,253,34,1,34,0,1,2,1,0.037344398,1,4,1,0.111111111
12083,F,299,14,2,18,0,1,2,1,0.037344398,2,4,2,0.111111111
12897,F,285,16,2,20,0,1,2,1,0.037344398,2,4,2,0.111111111
13374,F,255,14,2,22,0,1,2,1,0.037344398,2,4,2,0.111111111
13156,F,243,16,2,24,1,1,2,1,0.037344398,2,4,2,0.111111111
13477,M,273,16,2,20,0,1,2,1,0.037344398,2,4,2,0.111111111
12298,F,284,16,2,20,0,1,2,1,0.037344398,2,4,2,0.111111111
12117,F,296,14,2,20,0,1,2,1,0.037344398,2,4,2,0.111111111
12493,F,286,16,2,22,0,1,2,1,0.037344398,2,4,2,0.111111111
12041,F,297,14,2,22,1,1,2,1,0.037344398,2,4,2,0.111111111
13235,F,257,14,2,18,0,1,2,1,0.037344398,2,4,2,0.111111111
12823,F,247,14,2,18,0,1,2,1,0.037344398,2,4,2,0.111111111
12684,F,267,16,2,18,0,1,2,1,0.037344398,2,4,2,0.111111111
13276,F,262,14,2,22,0,1,2,1,0.037344398,2,4,2,0.111111111
13336,M,253,16,2,20,0,1,2,1,0.037344398,2,4,2,0.111111111
12766,F,285,14,2,18,0,1,2,1,0.037344398,2,4,2,0.111111111
13467,F,265,16,2,24,0,1,2,1,0.037344398,2,4,2,0.111111111
13954,F,284,14,2,22,0,1,2,1,0.037344398,2,4,2,0.111111111
13871,F,257,16,2,24,0,1,2,1,0.037344398,2,4,2,0.111111111
12108,M,282,14,2,18,0,1,2,1,0.037344398,2,4,2,0.111111111
12798,F,258,14,2,18,0,1,2,1,0.037344398,2,4,2,0.111111111
13073,F,277,14,2,20,0,1,2,1,0.037344398,2,4,2,0.111111111
12269,F,247,16,2,18,1,1,2,1,0.037344398,2,4,2,0.111111111
12890,F,250,14,2,22,0,1,2,1,0.037344398,2,4,2,0.111111111
12534,F,255,16,2,22,0,1,2,1,0.037344398,2,4,2,0.111111111
12719,M,291,14,2,20,0,1,2,1,0.037344398,2,4,2,0.111111111
13005,F,296,14,2,20,0,1,2,1,0.037344398,2,4,2,0.111111111
12614,F,252,14,2,20,0,1,2,1,0.037344398,2,4,2,0.111111111
13739,F,43,2,2,4,1,2,1,1,0.052511416,5,1,2,0.111111111
12281,F,77,4,2,10,0,2,1,1,0.052511416,5,1,2,0.111111111
12835,F,108,2,2,8,0,2,1,1,0.052511416,5,1,2,0.111111111
13812,F,110,2,2,8,0,2,1,1,0.052511416,5,1,2,0.111111111
12345,M,44,2,2,10,0,2,1,1,0.052511416,5,1,2,0.111111111
13725,F,98,4,2,6,0,2,1,1,0.052511416,5,1,2,0.111111111
12911,F,84,2,2,4,1,2,1,1,0.052511416,5,1,2,0.111111111
12019,F,95,4,2,8,0,2,1,1,0.052511416,5,1,2,0.111111111
12291,M,33,2,2,4,0,2,1,1,0.052511416,5,1,2,0.111111111
13293,M,74,4,2,6,0,2,1,1,0.052511416,5,1,2,0.111111111
12188,F,30,4,2,12,0,2,1,1,0.052511416,5,1,2,0.111111111
13990,M,66,2,2,4,0,2,1,1,0.052511416,5,1,2,0.111111111
12610,F,93,4,2,10,0,2,1,1,0.052511416,5,1,2,0.111111111
12289,F,103,4,2,12,0,2,1,1,0.052511416,5,1,2,0.111111111
12622,F,33,2,2,6,0,2,1,1,0.052511416,5,1,2,0.111111111
13956,M,89,4,2,8,0,2,1,1,0.052511416,5,1,2,0.111111111
13857,M,90,2,2,8,0,2,1,1,0.052511416,5,1,2,0.111111111
12577,F,45,4,2,6,0,2,1,1,0.052511416,5,1,2,0.111111111
12907,F,75,4,2,10,0,2,1,1,0.052511416,5,1,2,0.111111111
12061,M,96,2,2,10,0,2,1,1,0.052511416,5,1,2,0.111111111
13838,M,34,4,2,10,0,2,1,1,0.052511416,5,1,2,0.111111111
12978,F,91,4,2,6,0,2,1,1,0.052511416,5,1,2,0.111111111
13677,F,58,2,2,4,0,2,1,1,0.052511416,5,1,2,0.111111111
12364,F,89,2,2,8,0,2,1,1,0.052511416,5,1,2,0.111111111
12945,M,47,2,2,4,0,2,1,1,0.052511416,5,1,2,0.111111111
13596,M,102,2,2,8,0,2,1,1,0.052511416,5,1,2,0.111111111
12234,M,77,2,2,4,1,2,1,1,0.052511416,5,1,2,0.111111111
13844,F,120,4,2,6,1,2,1,1,0.052511416,5,2,2,0.107142857
12671,M,171,2,2,4,0,2,1,1,0.052511416,5,2,2,0.107142857
13547,F,174,4,2,6,0,2,1,1,0.052511416,5,2,2,0.107142857
13105,F,130,2,2,8,0,2,1,1,0.052511416,5,2,2,0.107142857
13138,F,145,4,2,12,0,2,1,1,0.052511416,5,2,2,0.107142857
12767,F,120,4,2,10,0,2,1,1,0.052511416,5,2,2,0.107142857
12178,F,141,4,2,12,0,2,1,1,0.052511416,5,2,2,0.107142857
13794,F,178,4,2,12,0,2,1,1,0.052511416,5,2,2,0.107142857
12014,M,115,4,2,12,1,2,1,1,0.052511416,5,2,2,0.107142857
12374,F,173,2,2,4,0,2,1,1,0.052511416,5,2,2,0.107142857
13407,F,180,4,2,6,0,2,1,1,0.052511416,5,2,2,0.107142857
13142,M,141,2,2,4,0,2,1,1,0.052511416,5,2,2,0.107142857
13284,M,171,2,2,10,1,2,1,1,0.052511416,5,2,2,0.107142857
13628,F,157,2,2,10,0,2,1,1,0.052511416,5,2,2,0.107142857
13008,F,127,4,2,6,0,2,1,1,0.052511416,5,2,2,0.107142857
13463,F,150,2,2,10,0,2,1,1,0.052511416,5,2,2,0.107142857
13593,F,114,2,2,6,0,2,1,1,0.052511416,5,2,2,0.107142857
13465,F,143,4,2,12,0,2,1,1,0.052511416,5,2,2,0.107142857
12606,F,159,4,2,10,0,2,1,1,0.052511416,5,2,2,0.107142857
13827,M,159,2,2,10,0,2,1,1,0.052511416,5,2,2,0.107142857
13665,F,152,4,2,10,0,2,1,1,0.052511416,5,2,2,0.107142857
12420,F,169,4,2,10,0,2,1,1,0.052511416,5,2,2,0.107142857
12113,F,162,2,2,10,0,2,1,1,0.052511416,5,2,2,0.107142857
12029,M,171,4,2,10,0,2,1,1,0.052511416,5,2,2,0.107142857
13205,M,115,4,2,10,0,2,1,1,0.052511416,5,2,2,0.107142857
12009,F,139,4,2,12,0,2,1,1,0.052511416,5,2,2,0.107142857
12536,F,142,4,2,6,0,2,1,1,0.052511416,5,2,2,0.107142857
13327,M,173,2,2,8,0,2,1,1,0.052511416,5,2,2,0.107142857
12168,F,150,28,4,40,0,1,1,2,0.08,1,2,3,0.1
13950,F,143,24,4,40,0,1,1,2,0.08,1,2,3,0.1
12250,M,156,34,4,58,0,1,1,2,0.08,1,2,3,0.1
12579,F,176,20,3,36,1,1,1,1,0.031884058,1,2,3,0.1
13731,F,148,28,3,40,0,1,1,1,0.031884058,1,2,3,0.1
12227,F,167,18,5,32,0,1,1,2,0.08,1,2,3,0.1
12216,F,153,26,5,54,0,1,1,2,0.08,1,2,3,0.1
12607,F,172,24,4,46,0,1,1,2,0.08,1,2,3,0.1
12413,F,178,32,3,44,0,1,1,1,0.031884058,1,2,3,0.1
12368,F,159,28,4,52,0,1,1,2,0.08,1,2,3,0.1
12672,M,434,14,9,56,0,1,2,2,0.073275862,2,5,4,0.1
12645,M,405,14,9,50,0,1,2,2,0.073275862,2,5,4,0.1
13032,F,378,16,6,28,0,1,2,2,0.073275862,2,5,4,0.1
12204,F,364,16,8,60,0,1,2,2,0.073275862,2,5,4,0.1
12202,F,302,16,8,44,0,1,2,2,0.073275862,2,5,4,0.1
13848,F,336,16,7,52,0,1,2,2,0.073275862,2,5,4,0.1
13531,F,364,14,8,52,0,1,2,2,0.073275862,2,5,4,0.1
13499,M,337,16,9,42,0,1,2,2,0.073275862,2,5,4,0.1
12461,F,332,16,8,48,0,1,2,2,0.073275862,2,5,4,0.1
12941,F,349,16,7,46,0,1,2,2,0.073275862,2,5,4,0.1
12138,F,373,16,7,46,0,1,2,2,0.073275862,2,5,4,0.1
12062,M,363,14,7,42,0,1,2,2,0.073275862,2,5,4,0.1
13014,M,369,16,6,40,1,1,2,2,0.073275862,2,5,4,0.1
12873,F,317,14,9,64,0,1,2,2,0.073275862,2,5,4,0.1
12114,F,346,16,6,48,0,1,2,2,0.073275862,2,5,4,0.1
12927,F,330,14,6,34,0,1,2,2,0.073275862,2,5,4,0.1
12561,M,399,14,8,50,0,1,2,2,0.073275862,2,5,4,0.1
12829,F,305,14,8,56,0,1,2,2,0.073275862,2,5,4,0.1
12382,F,305,16,8,60,0,1,2,2,0.073275862,2,5,4,0.1
13893,M,352,16,7,56,1,1,2,2,0.073275862,2,5,4,0.1
13113,F,187,12,5,42,0,2,1,2,0.155339806,3,3,3,0.1
12072,F,241,12,3,20,0,2,2,1,0.116607774,3,3,3,0.1
12584,F,211,10,5,24,0,2,2,2,0.174418605,3,3,3,0.1
13017,F,230,10,5,30,0,2,2,2,0.174418605,3,3,3,0.1
13424,F,199,10,5,24,0,2,1,2,0.155339806,3,3,3,0.1
12158,F,238,12,3,28,0,2,2,1,0.116607774,3,3,3,0.1
12583,F,230,12,5,26,0,2,2,2,0.174418605,3,3,3,0.1
13837,F,218,10,3,24,0,2,2,1,0.116607774,3,3,3,0.1
13519,F,202,12,3,18,0,2,1,1,0.052511416,3,3,3,0.1
12947,F,224,10,4,32,1,2,2,2,0.174418605,3,3,3,0.1
12525,F,156,14,2,20,0,1,1,1,0.031884058,2,2,2,0.097560976
12215,F,163,14,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
12969,F,178,14,2,20,0,1,1,1,0.031884058,2,2,2,0.097560976
13490,M,120,14,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
12616,M,130,14,2,22,0,1,1,1,0.031884058,2,2,2,0.097560976
13333,M,156,14,2,20,1,1,1,1,0.031884058,2,2,2,0.097560976
13683,F,149,16,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
12278,F,157,14,2,22,0,1,1,1,0.031884058,2,2,2,0.097560976
13058,F,149,16,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
13251,M,173,14,2,20,0,1,1,1,0.031884058,2,2,2,0.097560976
12196,F,151,14,2,22,0,1,1,1,0.031884058,2,2,2,0.097560976
12698,M,135,16,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
13100,F,124,14,2,20,0,1,1,1,0.031884058,2,2,2,0.097560976
12805,F,178,16,2,22,0,1,1,1,0.031884058,2,2,2,0.097560976
12931,M,114,14,2,16,0,1,1,1,0.031884058,2,2,2,0.097560976
13029,F,172,14,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
13656,F,168,16,2,24,0,1,1,1,0.031884058,2,2,2,0.097560976
13111,M,118,14,2,22,0,1,1,1,0.031884058,2,2,2,0.097560976
13932,F,146,16,2,22,0,1,1,1,0.031884058,2,2,2,0.097560976
13885,M,142,14,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
12355,F,177,14,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
13098,F,132,14,2,22,0,1,1,1,0.031884058,2,2,2,0.097560976
12532,F,146,14,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
13365,F,120,14,2,20,0,1,1,1,0.031884058,2,2,2,0.097560976
13124,F,135,14,2,20,0,1,1,1,0.031884058,2,2,2,0.097560976
12346,F,178,16,2,22,0,1,1,1,0.031884058,2,2,2,0.097560976
13607,F,151,16,2,24,0,1,1,1,0.031884058,2,2,2,0.097560976
13606,F,174,14,2,16,0,1,1,1,0.031884058,2,2,2,0.097560976
12226,F,124,16,2,22,0,1,1,1,0.031884058,2,2,2,0.097560976
12211,F,180,14,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
12154,M,126,14,2,20,1,1,1,1,0.031884058,2,2,2,0.097560976
13566,F,128,16,2,20,0,1,1,1,0.031884058,2,2,2,0.097560976
12796,F,132,14,2,20,0,1,1,1,0.031884058,2,2,2,0.097560976
12391,M,132,16,2,22,0,1,1,1,0.031884058,2,2,2,0.097560976
13202,F,162,14,2,16,0,1,1,1,0.031884058,2,2,2,0.097560976
13959,F,180,16,2,24,0,1,1,1,0.031884058,2,2,2,0.097560976
12431,F,174,16,2,22,1,1,1,1,0.031884058,2,2,2,0.097560976
13161,F,124,14,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
13800,F,125,16,2,18,1,1,1,1,0.031884058,2,2,2,0.097560976
12678,M,115,16,2,20,0,1,1,1,0.031884058,2,2,2,0.097560976
13877,M,159,16,2,18,0,1,1,1,0.031884058,2,2,2,0.097560976
12633,F,195,12,2,16,0,2,1,1,0.052511416,3,3,2,0.096774194
12256,M,214,10,2,18,0,2,2,1,0.116607774,3,3,2,0.096774194
13582,F,191,10,2,12,0,2,1,1,0.052511416,3,3,2,0.096774194
13185,M,187,12,2,18,1,2,1,1,0.052511416,3,3,2,0.096774194
13396,F,186,10,2,12,0,2,1,1,0.052511416,3,3,2,0.096774194
12651,F,195,12,2,14,0,2,1,1,0.052511416,3,3,2,0.096774194
13243,F,188,10,2,18,0,2,1,1,0.052511416,3,3,2,0.096774194
13076,F,184,12,2,18,0,2,1,1,0.052511416,3,3,2,0.096774194
13495,F,242,12,2,16,0,2,2,1,0.116607774,3,3,2,0.096774194
13942,M,183,10,2,16,0,2,1,1,0.052511416,3,3,2,0.096774194
12343,M,193,10,2,18,1,2,1,1,0.052511416,3,3,2,0.096774194
12003,F,232,10,2,12,0,2,2,1,0.116607774,3,3,2,0.096774194
13078,F,222,10,2,14,0,2,2,1,0.116607774,3,3,2,0.096774194
12409,M,204,12,2,20,0,2,1,1,0.052511416,3,3,2,0.096774194
13649,M,232,12,2,20,0,2,2,1,0.116607774,3,3,2,0.096774194
13527,M,188,10,2,16,0,2,1,1,0.052511416,3,3,2,0.096774194
12357,F,237,10,2,16,0,2,2,1,0.116607774,3,3,2,0.096774194
12251,M,238,10,2,14,0,2,2,1,0.116607774,3,3,2,0.096774194
13450,F,217,10,2,14,0,2,2,1,0.116607774,3,3,2,0.096774194
12615,F,241,10,2,16,1,2,2,1,0.116607774,3,3,2,0.096774194
13668,F,237,10,2,16,0,2,2,1,0.116607774,3,3,2,0.096774194
12330,M,212,10,2,18,0,2,2,1,0.116607774,3,3,2,0.096774194
12418,F,237,10,2,16,0,2,2,1,0.116607774,3,3,2,0.096774194
13997,M,214,10,2,12,0,2,2,1,0.116607774,3,3,2,0.096774194
12393,F,196,10,2,18,0,2,1,1,0.052511416,3,3,2,0.096774194
13196,F,221,10,2,12,0,2,2,1,0.116607774,3,3,2,0.096774194
13163,F,237,12,2,20,0,2,2,1,0.116607774,3,3,2,0.096774194
12206,M,209,12,2,20,0,2,1,1,0.052511416,3,3,2,0.096774194
12970,F,199,12,2,18,0,2,1,1,0.052511416,3,3,2,0.096774194
12944,M,193,12,2,18,0,2,1,1,0.052511416,3,3,2,0.096774194
12316,F,217,10,2,16,0,2,2,1,0.116607774,3,3,2,0.096774194
12084,F,398,32,7,50,0,1,2,2,0.073275862,1,5,4,0.095238095
13066,F,382,32,7,68,0,1,2,2,0.073275862,1,5,4,0.095238095
13135,M,411,30,8,56,1,1,2,2,0.073275862,1,5,4,0.095238095
12271,F,355,30,7,54,0,1,2,2,0.073275862,1,5,4,0.095238095
13373,M,386,24,9,74,0,1,2,2,0.073275862,1,5,4,0.095238095
13086,F,402,18,8,38,0,1,2,2,0.073275862,1,5,4,0.095238095
13681,M,354,26,7,42,0,1,2,2,0.073275862,1,5,4,0.095238095
13026,F,389,30,6,50,1,1,2,2,0.073275862,1,5,4,0.095238095
12492,F,404,18,7,38,0,1,2,2,0.073275862,1,5,4,0.095238095
13179,F,388,26,9,48,0,1,2,2,0.073275862,1,5,4,0.095238095
12152,F,328,20,8,58,0,1,2,2,0.073275862,1,5,4,0.095238095
13469,F,359,34,6,68,0,1,2,2,0.073275862,1,5,4,0.095238095
13275,F,314,34,6,60,0,1,2,2,0.073275862,1,5,4,0.095238095
12735,F,400,26,9,50,0,1,2,2,0.073275862,1,5,4,0.095238095
12283,F,316,22,7,50,0,1,2,2,0.073275862,1,5,4,0.095238095
13072,F,422,18,9,56,0,1,2,2,0.073275862,1,5,4,0.095238095
12975,F,370,20,8,52,0,1,2,2,0.073275862,1,5,4,0.095238095
12648,F,349,28,8,56,0,1,2,2,0.073275862,1,5,4,0.095238095
13204,M,328,34,9,62,0,1,2,2,0.073275862,1,5,4,0.095238095
13985,M,321,36,7,74,0,1,2,2,0.073275862,1,5,4,0.095238095
12954,M,354,22,6,38,0,1,2,2,0.073275862,1,5,4,0.095238095
13943,F,198,8,2,12,0,2,1,1,0.052511416,4,3,2,0.095238095
12311,F,212,8,2,16,0,2,2,1,0.116607774,4,3,2,0.095238095
13983,M,224,6,2,10,0,2,2,1,0.116607774,4,3,2,0.095238095
12618,F,194,8,2,12,0,2,1,1,0.052511416,4,3,2,0.095238095
